code,name,market
1475,業旺,TWSE
1476,儒鴻,TWSE
1477,聚陽,TWSE
1503,士電,TWSE
1504,東元,TWSE
1506,正道,TWSE
1512,瑞利,TWSE
1513,中興電,TWSE
1514,亞力,TWSE
1515,力山,TWSE
1516,川飛,TWSE
1517,利奇,TWSE
1519,華城,TWSE
1521,大億,TWSE
1522,堤維西,TWSE
1524,耿鼎,TWSE
1525,江申,TWSE
1526,日馳,TWSE
1527,鑽全,TWSE
1528,恩德,TWSE
1529,樂事綠能,TWSE
1530,亞崴,TWSE
1531,高林股,TWSE
1532,勤美,TWSE
1533,車王電,TWSE
1535,中宇,TWSE
1536,和大,TWSE
1537,廣隆,TWSE
1538,正峰,TWSE
1539,巨庭,TWSE
1540,喬福,TWSE
1541,錩泰,TWSE
1558,伸興,TWSE
1560,中砂,TWSE
1563,巧新,TWSE
1568,倉佑,TWSE
1582,信錦,TWSE
1583,程泰,TWSE
1587,吉茂,TWSE
1589,永冠-KY,TWSE
1590,亞德客-KY,TWSE
1597,直得,TWSE
1598,岱宇,TWSE
1603,華電,TWSE
1604,聲寶,TWSE
1605,華新,TWSE
1608,華榮,TWSE
1609,大亞,TWSE
1611,中電,TWSE
1612,宏泰,TWSE
1614,三洋電,TWSE
1615,大山,TWSE
1616,億泰,TWSE
1617,榮星,TWSE
1618,合機,TWSE
1626,艾美特-KY,TWSE
1702,南僑,TWSE
1707,葡萄王,TWSE
1708,東鹼,TWSE
1709,和益,TWSE
1710,東聯,TWSE
1711,永光,TWSE
1712,興農,TWSE
1713,國化,TWSE
1714,和桐,TWSE
1717,長興,TWSE
1718,中纖,TWSE
1720,生達,TWSE
1721,三晃,TWSE
1722,台肥,TWSE
1723,中碳,TWSE
1725,元禎,TWSE
1726,永記,TWSE
1727,中華化,TWSE
1730,花仙子,TWSE
1731,美吾華,TWSE
1732,毛寶,TWSE
1733,五鼎,TWSE
1734,杏輝,TWSE
1735,日勝化,TWSE
1736,喬山,TWSE
1737,臺鹽,TWSE
1752,南光,TWSE
1760,寶齡富錦,TWSE
1762,中化生,TWSE
1773,勝一,TWSE
1776,展宇,TWSE
1783,和康生,TWSE
1786,科妍,TWSE
1789,神隆,TWSE
1795,美時,TWSE
1802,台玻,TWSE
1805,寶徠,TWSE
1806,冠軍,TWSE
1808,潤隆,TWSE
1809,中釉,TWSE
1810,和成,TWSE
1817,凱撒衛,TWSE
1903,士紙,TWSE
1904,正隆,TWSE
1905,華紙,TWSE
1906,寶隆,TWSE
1907,永豐餘,TWSE
1909,榮成,TWSE
2002,中鋼,TWSE
2006,東和鋼鐵,TWSE
2007,燁興,TWSE
2008,高興昌,TWSE
2009,第一銅,TWSE
2010,春源,TWSE
2012,春雨,TWSE
2013,中鋼構,TWSE
2014,中鴻,TWSE
2015,豐興,TWSE
2017,官田鋼,TWSE
2020,美亞,TWSE
2022,聚亨,TWSE
2023,燁輝,TWSE
2024,志聯,TWSE
2025,千興,TWSE
2027,大成鋼,TWSE
2028,威致,TWSE
2029,盛餘,TWSE
2030,彰源,TWSE
2031,新光鋼,TWSE
2032,新鋼,TWSE
2033,佳大,TWSE
2034,允強,TWSE
2038,海光,TWSE
2049,上銀,TWSE
2059,川湖,TWSE
2062,橋椿,TWSE
2069,運錩,TWSE
2101,南港,TWSE
2102,泰豐,TWSE
2103,台橡,TWSE
2104,國際中橡,TWSE
2105,正新,TWSE
2106,建大,TWSE
2107,厚生,TWSE
2108,南帝,TWSE
2109,華豐,TWSE
2114,鑫永銓,TWSE
2115,六暉-KY,TWSE
2201,裕隆,TWSE
2204,中華,TWSE
2206,三陽工業,TWSE
2207,和泰車,TWSE
2208,台船,TWSE
2211,長榮鋼,TWSE
2227,裕日車,TWSE
2228,劍麟,TWSE
2231,為升,TWSE
2233,宇隆,TWSE
2236,百達-KY,TWSE
2239,英利-KY,TWSE
2241,艾姆勒,TWSE
2243,宏旭-KY,TWSE
2247,汎德永業,TWSE
2248,華勝-KY,TWSE
2250,IKKA-KY,TWSE
2254,巨鎧精密-創,TWSE
2258,鴻華先進-創,TWSE
2301,光寶科,TWSE
2302,麗正,TWSE
2303,聯電,TWSE
2305,全友,TWSE
2308,台達電,TWSE
2312,金寶,TWSE
2313,華通,TWSE
2314,台揚,TWSE
2316,楠梓電,TWSE
2317,鴻海,TWSE
2321,東訊,TWSE
2323,中環,TWSE
2324,仁寶,TWSE
2327,國巨*,TWSE
2328,廣宇,TWSE
2329,華泰,TWSE
2330,台積電,TWSE
2331,精英,TWSE
2332,友訊,TWSE
2337,旺宏,TWSE
2338,光罩,TWSE
2340,台亞,TWSE
2342,茂矽,TWSE
2344,華邦電,TWSE
2345,智邦,TWSE
2347,聯強,TWSE
2348,海悅,TWSE
2349,錸德,TWSE
2351,順德,TWSE
2352,佳世達,TWSE
2353,宏碁,TWSE
2354,鴻準,TWSE
2355,敬鵬,TWSE
2356,英業達,TWSE
2357,華碩,TWSE
2359,所羅門,TWSE
2360,致茂,TWSE
2362,藍天,TWSE
2363,矽統,TWSE
2364,倫飛,TWSE
2365,昆盈,TWSE
2367,燿華,TWSE
2368,金像電,TWSE
2369,菱生,TWSE
2371,大同,TWSE
2373,震旦行,TWSE
2374,佳能,TWSE
2375,凱美,TWSE
2376,技嘉,TWSE
2377,微星,TWSE
2379,瑞昱,TWSE
2380,虹光,TWSE
2382,廣達,TWSE
2383,台光電,TWSE
2385,群光,TWSE
2387,精元,TWSE
2388,威盛,TWSE
2390,云辰,TWSE
2392,正崴,TWSE
2393,億光,TWSE
2395,研華,TWSE
2397,友通,TWSE
2399,映泰,TWSE
2401,凌陽,TWSE
2402,毅嘉,TWSE
2404,漢唐,TWSE
2405,輔信,TWSE
2406,國碩,TWSE
2408,南亞科,TWSE
2409,友達,TWSE
2412,中華電,TWSE
2413,環科,TWSE
2414,精技,TWSE
2415,錩新,TWSE
2417,圓剛,TWSE
2419,仲琦,TWSE
2420,新巨,TWSE
2421,建準,TWSE
2423,固緯,TWSE
2424,隴華,TWSE
2425,承啟,TWSE
2426,鼎元,TWSE
2427,三商電,TWSE
2428,興勤,TWSE
2429,銘旺科,TWSE
2430,燦坤,TWSE
2431,聯昌,TWSE
2432,倚天酷碁-創,TWSE
2433,互盛電,TWSE
2434,統懋,TWSE
2436,偉詮電,TWSE
2438,翔耀,TWSE
2439,美律,TWSE
2440,太空梭,TWSE
2441,超豐,TWSE
2442,新美齊,TWSE
2444,兆勁,TWSE
2449,京元電子,TWSE
2450,神腦,TWSE
2451,創見,TWSE
2453,凌群,TWSE
2454,聯發科,TWSE
2455,全新,TWSE
2457,飛宏,TWSE
2458,義隆,TWSE
2459,敦吉,TWSE
2460,建通,TWSE
2461,光群雷,TWSE
2462,良得電,TWSE
2464,盟立,TWSE
2465,麗臺,TWSE
2466,冠西電,TWSE
2467,志聖,TWSE
2468,華經,TWSE
2471,資通,TWSE
2472,立隆電,TWSE
2474,可成,TWSE
2476,鉅祥,TWSE
2477,美隆電,TWSE
2478,大毅,TWSE
2480,敦陽科,TWSE
2481,強茂,TWSE
2482,連宇,TWSE
2483,百容,TWSE
2484,希華,TWSE
2485,兆赫,TWSE
2486,一詮,TWSE
2488,漢平,TWSE
2489,瑞軒,TWSE
2491,吉祥全,TWSE
2492,華新科,TWSE
2493,揚博,TWSE
2495,普安,TWSE
2496,卓越,TWSE
2497,怡利電,TWSE
2498,宏達電,TWSE
2501,國建,TWSE
2504,國產,TWSE
2505,國揚,TWSE
2506,太設,TWSE
2509,全坤建,TWSE
2511,太子,TWSE
2514,龍邦,TWSE
2515,中工,TWSE
2516,新建,TWSE
2520,冠德,TWSE
2524,京城,TWSE
2527,宏璟,TWSE
2528,皇普,TWSE
2530,華建,TWSE
2534,宏盛,TWSE
2535,達欣工,TWSE
2536,宏普,TWSE
2537,聯上發,TWSE
2538,基泰,TWSE
2539,櫻花建,TWSE
2540,愛山林,TWSE
2542,興富發,TWSE
2543,皇昌,TWSE
2545,皇翔,TWSE
2546,根基,TWSE
2547,日勝生,TWSE
2548,華固,TWSE
2597,潤弘,TWSE
2601,益航,TWSE
2603,長榮,TWSE
2605,新興,TWSE
2606,裕民,TWSE
2607,榮運,TWSE
2608,嘉里大榮,TWSE
2609,陽明,TWSE
2610,華航,TWSE
2611,志信,TWSE
2612,中航,TWSE
2613,中櫃,TWSE
2614,東森,TWSE
2615,萬海,TWSE
2616,山隆,TWSE
2617,台航,TWSE
2618,長榮航,TWSE
2630,亞航,TWSE
2633,台灣高鐵,TWSE
2634,漢翔,TWSE
2636,台驊控股,TWSE
2637,慧洋-KY,TWSE
2642,宅配通,TWSE
2645,長榮航太,TWSE
2646,星宇航空,TWSE
2701,萬企,TWSE
2702,華園,TWSE
2704,國賓,TWSE
2705,六福,TWSE
2706,第一店,TWSE
2707,晶華,TWSE
2712,遠雄來,TWSE
2722,夏都,TWSE
2723,美食-KY,TWSE
2727,王品,TWSE
2731,雄獅,TWSE
2739,寒舍,TWSE
2748,雲品,TWSE
2753,八方雲集,TWSE
2762,世界健身-KY,TWSE
2801,彰銀,TWSE
2812,台中銀,TWSE
2816,旺旺保,TWSE
2820,華票,TWSE
2832,台產,TWSE
2834,臺企銀,TWSE
2836,高雄銀,TWSE
2838,聯邦銀,TWSE
2845,遠東銀,TWSE
2849,安泰銀,TWSE
2850,新產,TWSE
2851,中再保,TWSE
2852,第一保,TWSE
2855,統一證,TWSE
2867,三商壽,TWSE
2880,華南金,TWSE
2881,富邦金,TWSE
2882,國泰金,TWSE
2883,凱基金,TWSE
2884,玉山金,TWSE
2885,元大金,TWSE
2886,兆豐金,TWSE
2887,台新新光金,TWSE
2889,國票金,TWSE
2890,永豐金,TWSE
2891,中信金,TWSE
2892,第一金,TWSE
2897,王道銀行,TWSE
2901,欣欣,TWSE
2903,遠百,TWSE
2904,匯僑,TWSE
2905,三商,TWSE
2906,高林,TWSE
2908,特力,TWSE
2910,統領,TWSE
2911,麗嬰房,TWSE
2912,統一超,TWSE
2913,農林,TWSE
2915,潤泰全,TWSE
2923,鼎固-KY,TWSE
2929,淘帝-KY,TWSE
2939,永邑-KY,TWSE
2945,三商家購,TWSE
3002,歐格,TWSE
3003,健和興,TWSE
3004,豐達科,TWSE
3005,神基,TWSE
3006,晶豪科,TWSE
3008,大立光,TWSE
3010,華立,TWSE
3011,今皓,TWSE
3013,晟銘電,TWSE
3014,聯陽,TWSE
3015,全漢,TWSE
3016,嘉晶,TWSE
3017,奇鋐,TWSE
3018,隆銘綠能,TWSE
3019,亞光,TWSE
3021,鴻名,TWSE
3022,威強電,TWSE
3023,信邦,TWSE
3024,憶聲,TWSE
3025,星通,TWSE
3026,禾伸堂,TWSE
3027,盛達,TWSE
3028,增你強,TWSE
3029,零壹,TWSE
3030,德律,TWSE
3031,佰鴻,TWSE
3032,偉訓,TWSE
3033,威健,TWSE
3034,聯詠,TWSE
3035,智原,TWSE
3036,文曄,TWSE
3037,欣興,TWSE
3038,全台,TWSE
3040,遠見,TWSE
3041,揚智,TWSE
3042,晶技,TWSE
3043,科風,TWSE
3044,健鼎,TWSE
3045,台灣大,TWSE
3046,建碁,TWSE
3047,訊舟,TWSE
3048,益登,TWSE
3049,精金,TWSE
3050,鈺德,TWSE
3051,力特,TWSE
3052,夆典,TWSE
3054,立萬利,TWSE
3055,蔚華科,TWSE
3056,富華新,TWSE
3057,喬鼎,TWSE
3058,立德,TWSE
3059,華晶科,TWSE
3060,銘異,TWSE
3062,建漢,TWSE
3090,日電貿,TWSE
3092,鴻碩,TWSE
3094,聯傑,TWSE
3130,一零四,TWSE
3135,凌航,TWSE
3138,耀登,TWSE
3149,正達,TWSE
3150,鈺寶-創,TWSE
3164,景岳,TWSE
3167,大量,TWSE
3168,眾福科,TWSE
3189,景碩,TWSE
3209,全科,TWSE
3229,晟鈦,TWSE
3231,緯創,TWSE
3257,虹冠電,TWSE
3266,昇陽,TWSE
3296,勝德,TWSE
3305,昇貿,TWSE
3308,聯德,TWSE
3311,閎暉,TWSE
3312,弘憶股,TWSE
3321,同泰,TWSE
3338,泰碩,TWSE
3346,麗清,TWSE
3356,奇偶,TWSE
3376,新日興,TWSE
3380,明泰,TWSE
3406,玉晶光,TWSE
3413,京鼎,TWSE
3416,融程電,TWSE
3419,譁裕,TWSE
3432,台端,TWSE
3437,榮創,TWSE
3443,創意,TWSE
3447,展達,TWSE
3450,聯鈞,TWSE
3454,晶睿,TWSE
3481,群創,TWSE
3494,誠研,TWSE
3501,維熹,TWSE
3504,揚明光,TWSE
3515,華擎,TWSE
3518,柏騰,TWSE
3528,安馳,TWSE
3530,晶相光,TWSE
3532,台勝科,TWSE
3533,嘉澤,TWSE
3535,晶彩科,TWSE
3543,州巧,TWSE
3545,敦泰,TWSE
3550,聯穎,TWSE
3557,嘉威,TWSE
3563,牧德,TWSE
3576,聯合再生,TWSE
3583,辛耘,TWSE
3588,通嘉,TWSE
3591,艾笛森,TWSE
3592,瑞鼎,TWSE
3593,力銘,TWSE
3596,智易,TWSE
3605,宏致,TWSE
3607,谷崧,TWSE
3617,碩天,TWSE
3622,洋華,TWSE
3645,達邁,TWSE
3652,精聯,TWSE
3653,健策,TWSE
3661,世芯-KY,TWSE
3665,貿聯-KY,TWSE
3669,圓展,TWSE
3673,TPK-KY,TWSE
3679,新至陞,TWSE
3686,達能,TWSE
3694,海華,TWSE
3701,大眾控,TWSE
3702,大聯大,TWSE
3703,欣陸,TWSE
3704,合勤控,TWSE
3705,永信,TWSE
3706,神達,TWSE
3708,上緯投控,TWSE
3711,日月光投控,TWSE
3712,永崴投控,TWSE
3714,富采,TWSE
3715,定穎投控,TWSE
3716,中化控股,TWSE
3717,聯嘉投控,TWSE
4104,佳醫,TWSE
4106,雃博,TWSE
4108,懷特,TWSE
4119,旭富,TWSE
4133,亞諾法,TWSE
4137,麗豐-KY,TWSE
4142,國光生,TWSE
4148,全宇生技-KY,TWSE
4155,訊映,TWSE
4164,承業醫,TWSE
4190,佐登-KY,TWSE
4306,炎洲,TWSE
4414,如興,TWSE
4426,利勤,TWSE
4438,廣越,TWSE
4439,冠星-KY,TWSE
4440,宜新實業,TWSE
4441,振大環球,TWSE
4526,東台,TWSE
4532,瑞智,TWSE
4536,拓凱,TWSE
4540,全球傳動,TWSE
4545,銘鈺,TWSE
4551,智伸科,TWSE
4552,力達-KY,TWSE
4555,氣立,TWSE
4557,永新-KY,TWSE
4560,強信-KY,TWSE
4562,穎漢,TWSE
4564,元翎,TWSE
4566,時碩工業,TWSE
4569,六方科-KY,TWSE
4571,鈞興-KY,TWSE
4572,駐龍,TWSE
4576,大銀微系統,TWSE
4581,光隆精密-KY,TWSE
4583,台灣精銳,TWSE
4585,達明,TWSE
4588,玖鼎電力,TWSE
4720,德淵,TWSE
4722,國精化,TWSE
4736,泰博,TWSE
4737,華廣,TWSE
4739,康普,TWSE
4746,台耀,TWSE
4755,三福化,TWSE
4763,材料*-KY,TWSE
4764,雙鍵,TWSE
4766,南寶,TWSE
4770,上品,TWSE
4771,望隼,TWSE
4807,日成-KY,TWSE
4904,遠傳,TWSE
4906,正文,TWSE
4912,聯德控股-KY,TWSE
4915,致伸,TWSE
4916,事欣科,TWSE
4919,新唐,TWSE
4927,泰鼎-KY,TWSE
4930,燦星網,TWSE
4934,太極,TWSE
4935,茂林-KY,TWSE
4938,和碩,TWSE
4942,嘉彰,TWSE
4943,康控-KY,TWSE
4949,有成精密,TWSE
4952,凌通,TWSE
4956,光鋐,TWSE
4958,臻鼎-KY,TWSE
4960,誠美材,TWSE
4961,天鈺,TWSE
4967,十銓,TWSE
4968,立積,TWSE
4976,佳凌,TWSE
4977,眾達-KY,TWSE
4989,榮科,TWSE
4994,傳奇,TWSE
4999,鑫禾,TWSE
5007,三星,TWSE
5203,訊連,TWSE
5215,科嘉-KY,TWSE
5222,全訊,TWSE
5225,東科-KY,TWSE
5234,達興材料,TWSE
5243,乙盛-KY,TWSE
5244,弘凱,TWSE
5258,虹堡,TWSE
5269,祥碩,TWSE
5283,禾聯碩,TWSE
5284,jpp-KY,TWSE
5285,界霖,TWSE
5288,豐祥-KY,TWSE
5292,華懋,TWSE
5306,桂盟,TWSE
5388,中磊,TWSE
5434,崇越,TWSE
5469,瀚宇博,TWSE
5471,松翰,TWSE
5484,慧友,TWSE
5515,建國,TWSE
5519,隆大,TWSE
5521,工信,TWSE
5522,遠雄,TWSE
5525,順天,TWSE
5531,鄉林,TWSE
5533,皇鼎,TWSE
5534,長虹,TWSE
5538,東明-KY,TWSE
5546,永固-KY,TWSE
5607,遠雄港,TWSE
5608,四維航,TWSE
5706,鳳凰,TWSE
5871,中租-KY,TWSE
5876,上海商銀,TWSE
5880,合庫金,TWSE
5906,台南-KY,TWSE
5907,大洋-KY,TWSE
6005,群益證,TWSE
6024,群益期,TWSE
6108,競國,TWSE
6112,邁達特,TWSE
6115,鎰勝,TWSE
6116,彩晶,TWSE
6117,迎廣,TWSE
6120,達運,TWSE
6128,上福,TWSE
6133,金橋,TWSE
6136,富爾特,TWSE
6139,亞翔,TWSE
6141,柏承,TWSE
6142,友勁,TWSE
6152,百一,TWSE
6153,嘉聯益,TWSE
6155,鈞寶,TWSE
6164,華興,TWSE
6165,浪凡,TWSE
6166,凌華,TWSE
6168,宏齊,TWSE
6176,瑞儀,TWSE
6177,達麗,TWSE
6183,關貿,TWSE
6184,大豐電,TWSE
6189,豐藝,TWSE
6191,精成科,TWSE
6192,巨路,TWSE
6196,帆宣,TWSE
6197,佳必琪,TWSE
6201,亞弘電,TWSE
6202,盛群,TWSE
6205,詮欣,TWSE
6206,飛捷,TWSE
6209,今國光,TWSE
6213,聯茂,TWSE
6214,精誠,TWSE
6215,和椿,TWSE
6216,居易,TWSE
6224,聚鼎,TWSE
6225,天瀚,TWSE
6226,光鼎,TWSE
6230,尼得科超眾,TWSE
6235,華孚,TWSE
6239,力成,TWSE
6243,迅杰,TWSE
6257,矽格,TWSE
6269,台郡,TWSE
6271,同欣電,TWSE
6277,宏正,TWSE
6278,台表科,TWSE
6281,全國電,TWSE
6282,康舒,TWSE
6283,淳安,TWSE
6285,啟碁,TWSE
6405,悅城,TWSE
6409,旭隼,TWSE
6412,群電,TWSE
6414,樺漢,TWSE
6415,矽力*-KY,TWSE
6416,瑞祺電通,TWSE
6423,億而得-創,TWSE
6426,統新,TWSE
6431,光麗-KY,TWSE
6438,迅得,TWSE
6442,光聖,TWSE
6443,元晶,TWSE
6446,藥華藥,TWSE
6449,鈺邦,TWSE
6451,訊芯-KY,TWSE
6456,GIS-KY,TWSE
6464,台數科,TWSE
6472,保瑞,TWSE
6477,安集,TWSE
6491,晶碩,TWSE
6504,南六,TWSE
6505,台塑化,TWSE
6515,穎崴,TWSE
6525,捷敏-KY,TWSE
6526,達發,TWSE
6531,愛普*,TWSE
6533,晶心科,TWSE
6534,正瀚-創,TWSE
6541,泰福-KY,TWSE
6550,北極星藥業-KY,TWSE
6552,易華電,TWSE
6558,興能高,TWSE
6573,虹揚-KY,TWSE
6579,研揚,TWSE
6581,鋼聯,TWSE
6582,申豐,TWSE
6585,鼎基,TWSE
6589,台康生技,TWSE
6591,動力-KY,TWSE
6592,和潤企業,TWSE
6598,ABC-KY,TWSE
6605,帝寶,TWSE
6606,建德工業,TWSE
6614,資拓宏宇,TWSE
6625,必應,TWSE
6641,基士德-KY,TWSE
6645,金萬林-創,TWSE
6655,科定,TWSE
6657,華安,TWSE
6658,聯策,TWSE
6668,中揚光,TWSE
6669,緯穎,TWSE
6670,復盛應用,TWSE
6671,三能-KY,TWSE
6672,騰輝電子-KY,TWSE
6674,鋐寶科技,TWSE
6689,伊雲谷,TWSE
6691,洋基工程,TWSE
6695,芯鼎,TWSE
6698,旭暉應材,TWSE
6706,惠特,TWSE
6715,嘉基,TWSE
6719,力智,TWSE
6742,澤米,TWSE
6743,安普新,TWSE
6753,龍德造船,TWSE
6754,匯僑設計,TWSE
6756,威鋒電子,TWSE
6757,台灣虎航,TWSE
6768,志強-KY,TWSE
6770,力積電,TWSE
6771,平和環保-創,TWSE
6776,展碁國際,TWSE
6781,AES-KY,TWSE
6782,視陽,TWSE
6789,采鈺,TWSE
6790,永豐實,TWSE
6792,詠業,TWSE
6794,向榮生技,TWSE
6796,晉弘,TWSE
6799,來頡,TWSE
6805,富世達,TWSE
6806,森崴能源,TWSE
6807,峰源-KY,TWSE
6830,汎銓,TWSE
6831,邁科,TWSE
6834,天二科技,TWSE
6835,圓裕,TWSE
6838,台新藥,TWSE
6854,錼創科技-KY創,TWSE
6861,睿生光電,TWSE
6862,三集瑞-KY,TWSE
6863,永道-KY,TWSE
6869,雲豹能源,TWSE
6873,泓德能源,TWSE
6885,全福生技,TWSE
6887,寶綠特-KY,TWSE
6890,來億-KY,TWSE
6901,鑽石投資,TWSE
6902,GOGOLOOK,TWSE
6906,現觀科,TWSE
6909,創控,TWSE
6914,阜爾運通,TWSE
6916,華凌,TWSE
6918,愛派司,TWSE
6919,康霈*,TWSE
6923,中台,TWSE
6924,榮惠-KY創,TWSE
6928,攸泰科技,TWSE
6931,青松健康,TWSE
6933,AMAX-KY,TWSE
6936,永鴻生技,TWSE
6937,天虹,TWSE
6944,兆聯實業,TWSE
6949,沛爾生醫-創,TWSE
6951,青新-創,TWSE
6952,大武山,TWSE
6955,邦睿生技-創,TWSE
6957,裕慶-KY,TWSE
6958,日盛台駿,TWSE
6962,奕力-KY,TWSE
6965,中傑-KY,TWSE
6969,成信實業*-創,TWSE
6988,威力暘-創,TWSE
6994,富威電力,TWSE
7610,聯友金屬-創,TWSE
7631,聚賢研發-創,TWSE
7705,三商餐飲,TWSE
7711,永擎,TWSE
7721,微程式,TWSE
7722,LINEPAY,TWSE
7730,暉盛-創,TWSE
7732,金興精密,TWSE
7736,虎山,TWSE
7740,熙特爾-創,TWSE
7749,意騰-KY,TWSE
7750,新代,TWSE
7765,中華資安,TWSE
7769,鴻勁,TWSE
7780,大研生醫,TWSE
7786,東方風能,TWSE
7788,松川精密,TWSE
7791,皇家可口,TWSE
7799,禾榮科,TWSE
8011,台通,TWSE
8016,矽創,TWSE
8021,尖點,TWSE
8028,昇陽半導體,TWSE
8033,雷虎,TWSE
8039,台虹,TWSE
8045,達運光電,TWSE
8046,南電,TWSE
8070,長華*,TWSE
8072,陞泰,TWSE
8081,致新,TWSE
8101,華冠,TWSE
8104,錸寶,TWSE
8105,凌巨,TWSE
8110,華東,TWSE
8112,至上,TWSE
8114,振樺電,TWSE
8131,福懋科,TWSE
8150,南茂,TWSE
8162,微矽電子-創,TWSE
8163,達方,TWSE
8201,無敵,TWSE
8210,勤誠,TWSE
8213,志超,TWSE
8215,明基材,TWSE
8222,寶一,TWSE
8249,菱光,TWSE
8261,富鼎,TWSE
8271,宇瞻,TWSE
8341,日友,TWSE
8367,建新國際,TWSE
8374,羅昇,TWSE
8404,百和興業-KY,TWSE
8411,福貞-KY,TWSE
8422,可寧衛*,TWSE
8429,金麗-KY,TWSE
8438,昶昕,TWSE
8442,威宏-KY,TWSE
8443,阿瘦,TWSE
8454,富邦媒,TWSE
8462,柏文,TWSE
8463,潤泰材,TWSE
8464,億豐,TWSE
8466,美吉吉-KY,TWSE
8467,波力-KY,TWSE
8473,山林水,TWSE
8476,台境*,TWSE
8478,東哥遊艇,TWSE
8481,政伸,TWSE
8482,商億-KY,TWSE
8487,愛爾達-創,TWSE
8488,吉源-KY,TWSE
8499,鼎炫-KY,TWSE
8926,台汽電,TWSE
8940,新天地,TWSE
8996,高力,TWSE
9802,鈺齊-KY,TWSE
9902,台火,TWSE
9904,寶成,TWSE
9905,大華,TWSE
9906,欣巴巴,TWSE
9907,統一實,TWSE
9908,大台北,TWSE
9910,豐泰,TWSE
9911,櫻花,TWSE
9912,偉聯,TWSE
9914,美利達,TWSE
9917,中保科,TWSE
9918,欣天然,TWSE
9919,康那香,TWSE
9921,巨大,TWSE
9924,福興,TWSE
9925,新保,TWSE
9926,新海,TWSE
9927,泰銘,TWSE
9928,中視,TWSE
9929,秋雨,TWSE
9930,中聯資源,TWSE
9931,欣高,TWSE
9933,中鼎,TWSE
9934,成霖,TWSE
9935,慶豐富,TWSE
9937,全國,TWSE
9938,百和,TWSE
9939,宏全,TWSE
9940,信義,TWSE
9941,裕融,TWSE
9942,茂順,TWSE
9943,好樂迪,TWSE
9944,新麗,TWSE
9945,潤泰新,TWSE
9946,三發地產,TWSE
9955,佳龍,TWSE
9958,世紀鋼,TWSE
1240,茂生農經,TPEX
1259,安心,TPEX
1264,德麥,TPEX
1268,漢來美食,TPEX
1294,漢田生技,TPEX
1295,生合,TPEX
1336,台翰,TPEX
1565,精華,TPEX
1569,濱川,TPEX
1570,力肯,TPEX
1580,新麥,TPEX
1584,精剛,TPEX
1586,和勤,TPEX
1591,駿吉-KY,TPEX
1593,祺驊,TPEX
1595,川寶,TPEX
1599,宏佳騰,TPEX
1742,台蠟,TPEX
1777,生泰,TPEX
1781,合世,TPEX
1784,訊聯,TPEX
1785,光洋科,TPEX
1788,杏昌,TPEX
1796,金穎生技,TPEX
1799,易威,TPEX
1813,寶利徠,TPEX
1815,富喬,TPEX
2035,唐榮,TPEX
2061,風青,TPEX
2063,世鎧,TPEX
2064,晉椿,TPEX
2065,世豐,TPEX
2066,世德,TPEX
2067,嘉鋼,TPEX
2070,精湛,TPEX
2073,雄順,TPEX
